TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
10.51512793,106.5598495
16.91981543,106.9848799
16.433,106.483
11.23918195,106.902488
19.783333,105.783333
11.06336084,106.8281244
13.10573397,109.2109461
10.47960731,105.9328494
20.283,104.817
9.91409512,106.0215136
16.48845455,107.3653362
11.04161004,107.3587264
15.89832981,107.9650497
19.883,105.433
19.516666,105.8
10.20388521,105.8900361
19.217,105.683
10.52813196,105.70358190000002
10.75582461,106.5226659
11.78068013,108.9685925
17.75,106.45
13.04333953,109.2077076
19.117,105.733
11.72908037,106.6186185
16.3,106.633
17.3,106.717
15.62521076,108.5128781
11.81471186,106.66317279999998
16.50108669,106.033379
11.03947824,107.0293085
15.47567578,108.172805
11.15183514,106.5265229
9.60810204,105.0462403
11.40479357,106.1786564
19.333333,105.816666
12.2293486,109.1444404
20.333,104.333
9.74294864,105.7565788
17.8,105.783333
10.58004445,105.9157831
10.44727057,106.14290520000002
18.7,105.433333
9.0092255,105.2044924
16.25,106.666666
11.21528674,107.6621938
15.63679446,108.4987529
13.94527957,109.1852309
11.19557732,108.1599564
9.74294864,105.7565788
17.366666,106.666666
12.37657839,108.8813393
16.46055766,107.3556346
16.633333,106.416666
12.46064199,109.2624
9.65313788,105.3662227
11.12760704,106.4897723
11.67189952,107.0750548
17.266666,106.783333
11.30632354,106.714225
11.5603192,105.932592
11.21258721,106.6633012
19.467,105.783
10.62279289,106.3501529
17.033,106.633
10.45055531,105.9702259
10.70206996,106.4172502
11.34088199,106.3231808
20.133333,103.533333
10.48541489,106.5341184
16.916666,105.833333
16.49067103,107.328842
10.44457023,106.8992986
13.07343108,108.3021784
14.96520431,108.5503983
16.666666,106.133333
13.22836226,109.1676104
11.04706881,106.5030949
17.867,105.85
19.816666,105.6
15.188793099999998,108.6762334
16.633,106.417
16.53865899,106.8694479
17.616666,106.316666
11.06858275,106.7082507
9.91368525,106.1483047
16.47542467,107.3988863
19.267,105.7
14.11964858,108.9504697
10.58082495,105.5885143
20.833,107.167
11.33678447,107.4023297
14.62370294,109.0284801
16.5,106.483
9.09066706,104.8586806
15.86287664,107.8478908
16.333333,106.483333
20.133,103.333
10.38565991,107.4540728
12.47368379,108.6046338
21.767,104.867
14.22421608,108.4529937
11.04707789,106.5012643
11.77691726,106.6326628
11.352353,105.9227456
16.883,106.067
11.64250105,106.2062513
17.633333,106.533333
19.983333,103.483333
21.7,104.883
10.65915637,106.3046008
12.67561992,109.2360955
11.25293714,106.5581969
11.21798098,106.668827
15.62521076,108.5128781
18.3,105.9
14.15661986,108.8380674
17.416666,106.65
18.383,105.85
13.79465933,107.4983214
