TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
16.25,106.997777
16.630833,106.414166
12.389166,104.773611
11.767222,105.04138799999998
16.623054999999997,106.059722
16.772776999999998,106.959166
16.078055,106.620555
10.356944,106.149166
19.484444,103.437222
13.4825,107.943055
15.450833,106.346944
9.116944,104.8525
17.668332999999997,105.768611
11.8225,105.973055
12.770833,107.776111
15.275555,106.18111100000002
11.595833,104.6375
12.265,105.10111100000002
10.145,106.447777
16.058611,106.6875
11.593888,105.890833
17.210276999999998,106.11
12.389166,106.283333
19.558888,103.363888
15.415,107.013888
11.937222,105.712777
19.555555,103.303611
9.412777,104.845
10.456666,104.934166
16.103333,107.958888
17.219166,106.15138799999998
19.494166,103.301666
14.691388,107.32
12.261666,105.140833
9.981944,106.301111
16.546666000000002,105.951388
16.279722,106.029722
17.204166,105.866666
14.892777,107.135277
17.585,105.587222
16.520277,106.092222
16.241111,106.800555
17.651944,105.764722
16.803611,106.507222
12.285277,105.156388
9.635277,104.995555
16.816111,105.924444
19.570277,103.427777
17.181666,106.145
10.0175,106.164444
14.450833,107.560555
15.913332999999998,106.751666
15.073610999999998,107.135
16.738332999999997,106.269444
16.313333,105.957777
15.7025,106.748055
15.663888,106.861388
16.182222,106.796111
9.001944,104.927222
14.665555,107.344722
12.326111,105.108611
15.868054999999998,106.760555
11.625555,104.433055
17.657777,105.765277
16.598055,105.766111
10.6125,105.603333
17.273888,106.186388
11.205555,106.4475
12.4925,105.148055
12.261666,105.334722
10.740555,105.706944
16.305,106.6175
15.95,106.691388
11.822777,105.174444
12.306388,104.4425
11.755,103.164444
14.870277,107.19
11.911666,105.776111
14.061111,108.885555
19.528055,103.255555
12.470833,105.1675
19.524722,103.393888
11.618888,105.109166
10.115833,105.977777
12.335,105.133333
17.6525,105.77
17.141388,106.066666
19.587222,103.642222
17.668332999999997,105.768611
17.420555,105.761944
16.025833,107.285277
16.77,105.945
12.64,105.023888
16.06,108.027777
10.145,106.446944
12.331388,105.114166
19.559166,103.4125
16.894722,105.939166
9.669722,105.131388
11.205555,106.4475
19.583333,103.436666
12.331388,105.109444
12.379444,105.1775
11.439444,104.701111
10.1,105.848055
16.288888,105.973611
15.401388,106.552777
16.4125,106.498611
16.094166,106.165
15.461666,106.321944
16.347777,106.545833
11.575277,104.752222
17.563610999999998,105.767222
17.652222000000002,105.77
19.325833,103.707222
16.552222,106.391944
16.986944,105.924444
16.638888,106.153611
17.6525,105.77
19.444722,103.2375
15.550277,106.622777
15.95,106.691388
13.988611,107.693888
15.479444,106.408611
16.463333,106.014722
15.886666,106.701944
17.655555,105.575277
11.968888,105.018333
16.96,105.895277
12.4625,105.16
10.625,105.714166
15.609444,106.893611
19.542222,102.888611
17.590555,105.748333
16.948888,105.9675
17.256388,106.1075
19.574722,103.426666
16.845277,105.870277
15.56,106.874444
17.026111,105.925277
16.325277,105.96
10.51,106.018055
19.423611,103.204444
16.803611,106.507222
14.396944,107.78416599999998
17.138054999999998,106.067222
15.732777,106.745555
19.325277,103.221666
16.530832999999998,106.94
15.778054999999998,106.708611
12.249166,105.103055
11.670833,105.901944
10.451666,106.190555
15.059722,107.125
12.251666,106.020833
16.969166,107.021388
12.389166,106.283333
16.929166,105.922222
16.958610999999998,105.793888
19.556388,103.399166
19.546944,103.369722
13.519722,107.6
15.193333,106.135833
19.489166,103.986944
19.446388,103.23
16.078055,106.619444
11.115,106.466944
19.411388,103.255
17.2325,106.175
16.736666,105.933611
15.743610999999998,106.83888799999998
16.756388,106.156111
19.631944,103.575833
17.198332999999998,106.150277
16.813610999999998,105.916944
17.494166,105.725
14.766944,107.299444
15.725554999999998,106.75
19.495833,103.296111
12.129444,105.438333
17.583888,105.488333
15.7125,106.404722
9.937777,105.605
11.451388,104.743333
16.723888,105.982777
16.813610999999998,105.92
11.576111,106.485833
14.63,106.495555
11.996666,105.25
13.514166,107.621111
17.201944,105.964166
14.743610999999998,107.9425
12.633611,104.990833
12.330555,105.105833
19.456111,103.216388
16.636388,106.38361100000002
15.843333,106.850555
16.182222,106.68388799999998
12.040555,107.324166
16.865555,106.32388799999998
11.966388,105.641111
16.9525,106.551944
15.360276999999998,106.360555
14.646666,107.411388
9.835833,105.878333
19.495,103.310277
19.615833,103.4875
12.301944,104.438888
14.165555,108.1325
12.390277,105.164722
14.0625,107.171944
12.27,105.1325
12.330555,105.095555
19.566111,103.484166
15.424444,106.365555
19.526111,103.349166
17.2325,106.175
19.589166,103.654444
10.351666,105.798333
10.471111,106.017222
19.457222,103.239166
12.338611,105.144444
12.347777,105.117777
10.775277,107.3175
17.486944,105.668888
14.765277,107.108333
11.0475,106.387222
17.598888,105.7475
13.440554999999998,107.663888
12.789166,104.823055
12.336944,105.106666
16.2525,106.048333
19.644722,103.525277
17.468888,105.708333
16.492777,106.487222
17.066944,106.029166
12.8125,105.168611
18.287777,104.659444
16.183888,106.833611
14.724444,108.043888
16.773611,106.558055
11.744722,108.981111
16.901944,105.97
11.832222,106.010833
12.253611,105.105833
17.151388,106.132222
15.992222,106.606666
15.471944,106.289444
11.838055,106.693055
16.0725,106.622222
16.818888,106.268055
19.577222,102.969166
19.639166,103.559722
12.045833,105.937222
9.109722,104.826944
15.354166,107.039444
16.899166,105.986111
19.569166,103.302777
11.755,103.164444
10.621388,105.705833
19.58,103.409444
13.681666,107.40138799999998
15.424444,106.365555
17.248054999999997,106.157222
16.3625,107.045833
15.462777,106.295833
14.731944,107.297222
16.089444,106.170833
13.480555,107.641944
16.431944,106.278611
12.326111,105.173888
17.653055,105.766111
11.6275,105.802777
16.058332999999998,106.710833
12.780833,105.300277
12.885833,105.013888
15.459166,106.455277
19.3575,103.745
15.613888,106.293888
15.913332999999998,106.756388
16.74,106.457222
17.223611,106.139166
11.871111,108.972777
16.766388,105.949722
17.657777,105.765277
12.780833,105.300277
16.638888,106.153611
17.223611,106.139166
14.905555,107.263888
16.614722,105.629166
16.76,105.954444
19.588333,103.7175
10.405277,106.023333
17.201110999999997,106.105277
11.631388,104.664166
10.625,105.714166
19.466388,103.248611
17.233055,105.609722
19.423611,103.203333
10.446944,106.194444
9.439166,106.073055
16.645554999999998,106.191944
12.336944,105.10388799999998
19.573333,102.926388
17.273055,105.58611100000002
16.649444,106.191111
16.985,105.967777
15.479722,106.724722
12.329722,105.10111100000002
11.792222,106.049166
16.0825,106.619444
10.435277,106.1825
11.448611,104.703888
16.473333,106.789444
16.817222,105.922777
16.663055,106.3075
15.435833,108.0925
10.573333,105.682777
16.764722,106.465555
19.545555,103.198333
16.379166,106.01138799999998
10.453055,104.915
16.649444,106.227777
15.293055,107.619722
14.691388,107.320833
15.206110999999998,107.072222
14.724444,108.043888
16.025833,107.285277
13.920277,106.799722
15.985,106.202777
17.288332999999998,106.185555
