TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
19.495833,103.310277
17.295833,106.152777
16.970277,106.47
10.385833,106.5375
19.612777,103.450555
10.6375,107.142777
19.586111,103.728055
10.116388,106.374722
14.843055,107.6225
19.763611,103.345833
15.969166,106.532777
11.755,103.164444
12.495,107.435833
14.341110999999998,107.258055
16.89,106.553888
16.251666,106.585
11.365,106.168611
11.922777,106.384166
11.545277,105.869444
14.039722,107.295833
16.251666,106.585
16.299166,106.641944
13.575277,107.486111
19.612777,103.450277
11.071666,107.561388
19.615555,103.450277
11.917777,106.8275
15.928888,107.234722
19.431944,103.219444
16.409166,106.552777
15.731944,108.230277
16.405,107.135277
19.612777,103.450555
16.851111,106.898055
16.821111,106.91
11.811944,106.303611
10.478611,105.932222
16.905276999999998,106.455555
14.504444,108.82388799999998
16.766388,106.12138799999998
12.531944,107.433333
19.383611,103.1925
16.611388,106.021944
15.881388,106.794444
10.225,106.315
13.773333,109.171944
16.869444,105.9625
16.695,106.27
15.591388,108.112777
14.186388,107.363055
19.130277,103.334166
12.065,106.686111
19.736944,103.369722
17.199444,106.100555
10.2025,106.301111
12.299444,107.15
11.7,106.288333
11.492222,106.444166
14.6475,107.418888
19.799444,103.306111
12.348888,108.80638799999998
15.348888,107.208055
16.303888,106.6325
11.026111,107.808055
17.240555,106.149444
13.480833,107.535
19.492777,103.261666
16.076110999999997,106.639166
19.371944,103.188888
10.8125,106.172777
10.641944,104.273055
15.886388,106.728055
12.376666,109.295277
11.189722,105.833611
15.438610999999998,107.521944
14.260277,107.368333
12.104166,106.63388799999998
19.6125,103.452222
11.773055,106.037222
10.427222,104.480833
17.174722,106.563888
12.456944,109.2425
15.438888,107.437222
14.793888,107.592222
13.715832999999998,107.238055
11.473055,106.260833
10.2025,106.294722
11.558611,105.862222
11.370833,105.400555
11.697777,105.918611
16.1175,106.6675
15.090832999999998,108.4775
14.833611,107.656944
15.604722,108.103333
16.659444,106.315
9.495,104.896111
11.443333,105.779444
15.478611,108.480555
16.650277,106.34
11.092222,106.083333
11.123055,107.560833
16.339166,106.353055
19.651666,103.608055
11.98,106.13
11.434166,105.816111
15.346666,107.440833
16.650277,106.34
14.449444,107.438055
16.690555,106.245555
11.755,103.164444
16.97,107.045555
17.241666,106.162777
12.307222,105.584166
16.8875,106.397222
16.246944,106.944444
11.899166,106.035
16.044722,106.721944
13.733054999999998,107.014444
10.0875,104.981666
11.927222,106.251944
16.438610999999998,106.498888
16.426666,106.97166599999998
19.294444,102.963055
11.615,105.834722
15.547222,108.120833
16.989722,105.926388
19.186388,103.686388
16.893611,106.455555
11.518055,105.893333
11.723888,105.999444
14.001388,107.333333
9.78,106.086944
12.463333,107.5375
19.3925,103.268611
12.300555,107.1325
10.905,105.2425
19.633333,103.577777
19.742777,103.319166
15.996944,106.715555
19.529722,102.906944
17.224166,106.031111
14.484722,107.337222
17.590277,105.227222
