TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84
11.175277,105.395833
17.938888000000002,106.480833
18.775555,105.753611
17.990555,106.478333
18.379722,105.853611
10.679722,104.7
15.878611,107.878333
18.767222,105.786666
10.113055,106.2825
21.556111,105.830555
13.844166,107.928055
15.562222,108.090833
14.374722,108.974444
20.635,106.60388799999998
17.413055,106.61
14.036944,107.644722
11.671944,106.670833
19.110277,105.713055
17.678333,106.423888
14.686666,107.640277
11.264166,105.752222
15.170832999999998,105.955277
16.793332999999997,107.166666
16.633611,107.048611
10.497222,104.904166
20.849166,107.344444
17.712777,106.448611
13.637777,107.879444
17.421944,106.617777
10.577777,104.813611
11.276944,106.630833
10.700277,107.080277
11.245,105.371944
18.361111,105.613888
19.810555,105.771111
14.379166,108.973333
10.723333,106.485277
17.226944,106.706388
14.949444,108.88361100000002
16.717222,107.176111
9.943333,105.413333
12.237222,106.1375
14.307777,108.981388
10.585,104.865555
20.857222,106.163333
16.775,107.106388
11.261666,106.625277
16.512222,106.995833
18.792777,105.742222
10.577777,104.813611
15.856666,108.163055
14.653332999999998,107.853333
21.062777,107.038333
14.636944,108.987777
15.839444,108.091666
17.458333,106.568055
20.177777,105.908333
13.859444,107.9375
10.494722,105.943055
14.148055,107.956111
11.031666,105.750833
10.642777,107.134722
11.118888,106.768333
20.083055,107.339444
19.233055,105.755555
19.268888,105.705
19.300555,105.563611
19.429722,103.009166
20.911111,107.345277
11.3875,106.602222
11.608333,106.536666
21.669444,104.490277
14.048333,109.0875
17.659444,106.518055
13.787222,108.955555
15.883888,108.179444
15.508888,108.310555
9.671388,104.897777
10.234166,106.289444
19.533888,103.204166
9.635,105.465
14.848888,108.932777
11.004166,106.386944
18.801111,105.73
16.82,107.017777
18.970555,105.587222
16.815,106.999166
21.220555,105.809722
14.753888,108.726666
17.208054999999998,106.786111
16.664166,106.433055
19.185277,102.968333
19.371944,105.761944
19.324444,105.717777
15.864166,108.246944
19.818888,105.775555
16.774444,107.162777
12.2575,105.9675
19.621666,105.756388
14.939722,108.8875
15.323888,108.997222
13.299722,109.033611
11.118888,106.768333
13.780833,107.62138799999998
17.042222,107.027777
18.229166,106.041666
21.1675,105.066388
13.949722,107.936944
10.293888,106.25861100000002
